txn_date,year,month,month_name,daily_txn_count,daily_volume_eur,daily_avg_amount,daily_avg_risk_score,daily_flagged_count,daily_off_hours_count,high_value_count,avg_daily_txn_count,avg_daily_volume_eur,txn_count_vs_avg,volume_vs_avg_eur,txn_deviation_pct,anomaly_type
2024-09-02,2024,9,Sep,21,435107.9,20719.42,14.26,1,7,1,16.44,153578.06,4.56,281529.84,27.74,NORMAL
2024-09-03,2024,9,Sep,13,9556.77,735.14,9.41,0,4,0,16.44,153578.06,-3.44,-144021.29,-20.92,NORMAL
2024-09-04,2024,9,Sep,24,116800.21,4866.68,18.53,1,8,0,16.44,153578.06,7.56,-36777.85,45.99,NORMAL
2024-09-05,2024,9,Sep,15,87316.37,5821.09,13.56,1,2,1,16.44,153578.06,-1.44,-66261.69,-8.76,NORMAL
2024-09-06,2024,9,Sep,23,43975.04,1911.96,18.06,0,7,0,16.44,153578.06,6.56,-109603.02,39.9,NORMAL
2024-09-07,2024,9,Sep,20,155132.68,7756.63,23.69,1,6,1,16.44,153578.06,3.56,1554.62,21.65,NORMAL
2024-09-08,2024,9,Sep,10,99928.07,9992.81,13.72,0,1,1,16.44,153578.06,-6.44,-53649.99,-39.17,NORMAL
2024-09-09,2024,9,Sep,14,75632.71,5402.34,12.11,1,4,0,16.44,153578.06,-2.44,-77945.35,-14.84,NORMAL
2024-09-10,2024,9,Sep,22,147692.21,6713.28,20.2,1,9,1,16.44,153578.06,5.56,-5885.85,33.82,NORMAL
2024-09-11,2024,9,Sep,17,448625.08,26389.71,12.39,1,3,1,16.44,153578.06,0.56,295047.02,3.41,NORMAL
2024-09-12,2024,9,Sep,16,204176.62,12761.04,26.52,1,9,1,16.44,153578.06,-0.44,50598.56,-2.68,NORMAL
2024-09-13,2024,9,Sep,24,120398.09,5016.59,20.57,2,10,0,16.44,153578.06,7.56,-33179.97,45.99,NORMAL
2024-09-14,2024,9,Sep,21,140698.28,6699.92,13.83,0,7,1,16.44,153578.06,4.56,-12879.78,27.74,NORMAL
2024-09-15,2024,9,Sep,18,793586.31,44088.13,26.48,2,6,3,16.44,153578.06,1.56,640008.25,9.49,NORMAL
2024-09-16,2024,9,Sep,20,15907.43,795.37,13.03,0,7,0,16.44,153578.06,3.56,-137670.63,21.65,NORMAL
2024-09-17,2024,9,Sep,18,51941.62,2885.65,16.14,0,4,0,16.44,153578.06,1.56,-101636.44,9.49,NORMAL
2024-09-18,2024,9,Sep,11,73708.52,6700.77,14.68,0,2,0,16.44,153578.06,-5.44,-79869.54,-33.09,NORMAL
2024-09-19,2024,9,Sep,22,606354.0,27561.55,18.8,0,8,2,16.44,153578.06,5.56,452775.94,33.82,NORMAL
2024-09-20,2024,9,Sep,18,472162.19,26231.23,11.17,1,4,2,16.44,153578.06,1.56,318584.13,9.49,NORMAL
2024-09-21,2024,9,Sep,16,43526.19,2720.39,17.55,1,5,0,16.44,153578.06,-0.44,-110051.87,-2.68,NORMAL
2024-09-22,2024,9,Sep,11,89646.6,8149.69,20.05,1,3,1,16.44,153578.06,-5.44,-63931.46,-33.09,NORMAL
2024-09-23,2024,9,Sep,14,6013.85,429.56,10.85,0,2,0,16.44,153578.06,-2.44,-147564.21,-14.84,NORMAL
2024-09-24,2024,9,Sep,16,2045034.55,127814.66,19.65,1,1,1,16.44,153578.06,-0.44,1891456.49,-2.68,NORMAL
2024-09-25,2024,9,Sep,18,88709.99,4928.33,15.71,0,6,0,16.44,153578.06,1.56,-64868.07,9.49,NORMAL
2024-09-26,2024,9,Sep,21,426999.68,20333.32,20.14,1,7,2,16.44,153578.06,4.56,273421.62,27.74,NORMAL
2024-09-27,2024,9,Sep,22,94501.84,4295.54,15.65,0,8,0,16.44,153578.06,5.56,-59076.22,33.82,NORMAL
2024-09-28,2024,9,Sep,17,59978.52,3528.15,13.4,0,7,0,16.44,153578.06,0.56,-93599.54,3.41,NORMAL
2024-09-29,2024,9,Sep,13,395756.67,30442.82,20.7,2,6,2,16.44,153578.06,-3.44,242178.61,-20.92,NORMAL
2024-09-30,2024,9,Sep,11,31782.69,2889.34,25.24,0,4,0,16.44,153578.06,-5.44,-121795.37,-33.09,NORMAL
2024-10-01,2024,10,Oct,15,402434.37,26828.96,18.1,1,6,2,16.44,153578.06,-1.44,248856.31,-8.76,NORMAL
2024-10-02,2024,10,Oct,10,9887.05,988.7,13.59,0,1,0,16.44,153578.06,-6.44,-143691.01,-39.17,NORMAL
2024-10-03,2024,10,Oct,15,27053.08,1803.54,17.12,0,4,0,16.44,153578.06,-1.44,-126524.98,-8.76,NORMAL
2024-10-04,2024,10,Oct,16,6684.53,417.78,9.73,0,4,0,16.44,153578.06,-0.44,-146893.53,-2.68,NORMAL
2024-10-05,2024,10,Oct,15,452882.75,30192.18,25.06,1,1,2,16.44,153578.06,-1.44,299304.69,-8.76,NORMAL
2024-10-06,2024,10,Oct,14,85951.68,6139.41,17.88,0,4,1,16.44,153578.06,-2.44,-67626.38,-14.84,NORMAL
2024-10-07,2024,10,Oct,12,35844.55,2987.05,14.12,0,5,0,16.44,153578.06,-4.44,-117733.51,-27.01,NORMAL
2024-10-08,2024,10,Oct,16,144499.3,9031.21,16.25,1,8,1,16.44,153578.06,-0.44,-9078.76,-2.68,NORMAL
2024-10-09,2024,10,Oct,15,22139.08,1475.94,12.13,0,3,0,16.44,153578.06,-1.44,-131438.98,-8.76,NORMAL
2024-10-10,2024,10,Oct,14,40308.45,2879.17,14.32,1,5,0,16.44,153578.06,-2.44,-113269.61,-14.84,NORMAL
2024-10-11,2024,10,Oct,13,80533.54,6194.89,14.72,0,4,1,16.44,153578.06,-3.44,-73044.52,-20.92,NORMAL
2024-10-12,2024,10,Oct,17,20892.73,1228.98,14.23,0,4,0,16.44,153578.06,0.56,-132685.33,3.41,NORMAL
2024-10-13,2024,10,Oct,22,379417.3,17246.24,21.48,2,6,2,16.44,153578.06,5.56,225839.24,33.82,NORMAL
2024-10-14,2024,10,Oct,22,29818.15,1355.37,15.72,0,12,0,16.44,153578.06,5.56,-123759.91,33.82,NORMAL
2024-10-15,2024,10,Oct,16,19693.89,1230.87,9.85,0,4,0,16.44,153578.06,-0.44,-133884.17,-2.68,NORMAL
2024-10-16,2024,10,Oct,28,116221.81,4150.78,19.07,1,7,1,16.44,153578.06,11.56,-37356.25,70.32,VOLUME SPIKE
2024-10-17,2024,10,Oct,16,113253.68,7078.35,21.33,1,4,1,16.44,153578.06,-0.44,-40324.38,-2.68,NORMAL
2024-10-18,2024,10,Oct,16,289940.38,18121.27,24.02,2,5,2,16.44,153578.06,-0.44,136362.32,-2.68,NORMAL
2024-10-19,2024,10,Oct,10,43838.25,4383.82,21.02,1,4,0,16.44,153578.06,-6.44,-109739.81,-39.17,NORMAL
2024-10-20,2024,10,Oct,13,320442.95,24649.46,19.18,0,4,1,16.44,153578.06,-3.44,166864.89,-20.92,NORMAL
2024-10-21,2024,10,Oct,18,83357.83,4630.99,11.37,0,3,1,16.44,153578.06,1.56,-70220.23,9.49,NORMAL
2024-10-22,2024,10,Oct,19,96063.75,5055.99,21.89,1,8,0,16.44,153578.06,2.56,-57514.31,15.57,NORMAL
2024-10-23,2024,10,Oct,15,558809.35,37253.96,25.94,2,4,2,16.44,153578.06,-1.44,405231.29,-8.76,NORMAL
2024-10-24,2024,10,Oct,20,185992.17,9299.61,16.99,1,6,2,16.44,153578.06,3.56,32414.11,21.65,NORMAL
2024-10-25,2024,10,Oct,10,29842.88,2984.29,17.23,0,3,0,16.44,153578.06,-6.44,-123735.18,-39.17,NORMAL
2024-10-26,2024,10,Oct,24,55401.52,2308.4,16.83,0,10,0,16.44,153578.06,7.56,-98176.54,45.99,NORMAL
2024-10-27,2024,10,Oct,11,31256.26,2841.48,17.96,0,3,0,16.44,153578.06,-5.44,-122321.8,-33.09,NORMAL
2024-10-28,2024,10,Oct,19,66513.49,3500.71,18.31,2,9,0,16.44,153578.06,2.56,-87064.57,15.57,NORMAL
2024-10-29,2024,10,Oct,12,29667.81,2472.32,16.51,0,4,0,16.44,153578.06,-4.44,-123910.25,-27.01,NORMAL
2024-10-30,2024,10,Oct,9,13667.08,1518.56,5.85,0,1,0,16.44,153578.06,-7.44,-139910.98,-45.26,NORMAL
2024-10-31,2024,10,Oct,21,353872.3,16851.06,19.48,1,9,2,16.44,153578.06,4.56,200294.24,27.74,NORMAL
2024-11-01,2024,11,Nov,27,470949.04,17442.56,18.96,1,10,2,16.44,153578.06,10.56,317370.98,64.23,VOLUME SPIKE
2024-11-02,2024,11,Nov,18,153508.18,8528.23,12.92,0,4,1,16.44,153578.06,1.56,-69.88,9.49,NORMAL
2024-11-03,2024,11,Nov,18,483500.19,26861.12,22.98,1,10,1,16.44,153578.06,1.56,329922.13,9.49,NORMAL
2024-11-04,2024,11,Nov,19,48336.72,2544.04,12.75,1,9,0,16.44,153578.06,2.56,-105241.34,15.57,NORMAL
2024-11-05,2024,11,Nov,12,38260.88,3188.41,17.18,0,7,0,16.44,153578.06,-4.44,-115317.18,-27.01,NORMAL
2024-11-06,2024,11,Nov,20,126896.1,6344.81,16.62,0,5,0,16.44,153578.06,3.56,-26681.96,21.65,NORMAL
2024-11-07,2024,11,Nov,22,266040.82,12092.76,16.76,1,3,2,16.44,153578.06,5.56,112462.76,33.82,NORMAL
2024-11-08,2024,11,Nov,14,131864.91,9418.92,17.7,0,5,1,16.44,153578.06,-2.44,-21713.15,-14.84,NORMAL
2024-11-09,2024,11,Nov,22,85971.67,3907.8,11.49,0,6,1,16.44,153578.06,5.56,-67606.39,33.82,NORMAL
2024-11-10,2024,11,Nov,13,598007.91,46000.61,25.74,2,4,2,16.44,153578.06,-3.44,444429.85,-20.92,NORMAL
2024-11-11,2024,11,Nov,15,288077.89,19205.19,15.89,0,9,1,16.44,153578.06,-1.44,134499.83,-8.76,NORMAL
2024-11-12,2024,11,Nov,17,92762.11,5456.59,19.57,0,6,1,16.44,153578.06,0.56,-60815.95,3.41,NORMAL
2024-11-13,2024,11,Nov,20,55902.28,2795.11,9.11,0,6,0,16.44,153578.06,3.56,-97675.78,21.65,NORMAL
2024-11-14,2024,11,Nov,12,76827.76,6402.31,19.33,0,4,0,16.44,153578.06,-4.44,-76750.3,-27.01,NORMAL
2024-11-15,2024,11,Nov,22,188438.4,8565.38,14.5,0,8,1,16.44,153578.06,5.56,34860.34,33.82,NORMAL
2024-11-16,2024,11,Nov,11,160180.9,14561.9,18.96,1,5,1,16.44,153578.06,-5.44,6602.84,-33.09,NORMAL
2024-11-17,2024,11,Nov,12,140484.02,11707.0,21.31,1,4,1,16.44,153578.06,-4.44,-13094.04,-27.01,NORMAL
2024-11-18,2024,11,Nov,14,72597.93,5185.57,16.22,0,5,0,16.44,153578.06,-2.44,-80980.13,-14.84,NORMAL
2024-11-19,2024,11,Nov,15,373700.88,24913.39,12.85,1,5,1,16.44,153578.06,-1.44,220122.82,-8.76,NORMAL
2024-11-20,2024,11,Nov,17,266595.0,15682.06,21.94,1,5,1,16.44,153578.06,0.56,113016.94,3.41,NORMAL
2024-11-21,2024,11,Nov,17,74180.9,4363.58,13.61,0,5,0,16.44,153578.06,0.56,-79397.16,3.41,NORMAL
2024-11-22,2024,11,Nov,19,88582.41,4662.23,17.85,1,10,0,16.44,153578.06,2.56,-64995.65,15.57,NORMAL
2024-11-23,2024,11,Nov,16,194588.9,12161.81,13.89,0,4,1,16.44,153578.06,-0.44,41010.84,-2.68,NORMAL
2024-11-24,2024,11,Nov,20,505521.56,25276.08,22.05,1,7,3,16.44,153578.06,3.56,351943.5,21.65,NORMAL
2024-11-25,2024,11,Nov,11,212229.83,19293.62,21.65,1,4,1,16.44,153578.06,-5.44,58651.77,-33.09,NORMAL
2024-11-26,2024,11,Nov,14,17283.38,1234.53,14.29,0,4,0,16.44,153578.06,-2.44,-136294.68,-14.84,NORMAL
2024-11-27,2024,11,Nov,17,205488.35,12087.55,22.76,0,6,2,16.44,153578.06,0.56,51910.29,3.41,NORMAL
2024-11-28,2024,11,Nov,23,230211.39,10009.19,22.47,2,13,1,16.44,153578.06,6.56,76633.33,39.9,NORMAL
2024-11-29,2024,11,Nov,11,30816.03,2801.46,15.81,0,3,0,16.44,153578.06,-5.44,-122762.03,-33.09,NORMAL
2024-11-30,2024,11,Nov,16,468268.1,29266.76,18.93,0,3,2,16.44,153578.06,-0.44,314690.04,-2.68,NORMAL
2024-12-01,2024,12,Dec,11,74120.1,6738.19,19.18,1,7,0,16.44,153578.06,-5.44,-79457.96,-33.09,NORMAL
2024-12-02,2024,12,Dec,27,226846.47,8401.72,19.21,1,10,2,16.44,153578.06,10.56,73268.41,64.23,VOLUME SPIKE
2024-12-03,2024,12,Dec,17,147616.58,8683.33,18.25,1,6,1,16.44,153578.06,0.56,-5961.48,3.41,NORMAL
2024-12-04,2024,12,Dec,15,163082.2,10872.15,12.86,0,4,1,16.44,153578.06,-1.44,9504.14,-8.76,NORMAL
2024-12-05,2024,12,Dec,18,924670.53,51370.58,20.39,2,3,3,16.44,153578.06,1.56,771092.47,9.49,NORMAL
2024-12-06,2024,12,Dec,22,108305.83,4922.99,20.11,0,9,1,16.44,153578.06,5.56,-45272.23,33.82,NORMAL
2024-12-07,2024,12,Dec,18,94524.26,5251.35,12.41,0,2,0,16.44,153578.06,1.56,-59053.8,9.49,NORMAL
2024-12-08,2024,12,Dec,18,22389.42,1243.86,17.05,0,9,0,16.44,153578.06,1.56,-131188.64,9.49,NORMAL
2024-12-09,2024,12,Dec,20,256354.94,12817.75,18.76,0,5,1,16.44,153578.06,3.56,102776.88,21.65,NORMAL
2024-12-10,2024,12,Dec,16,106330.54,6645.66,17.94,3,3,1,16.44,153578.06,-0.44,-47247.52,-2.68,NORMAL
2024-12-11,2024,12,Dec,17,32663.36,1921.37,11.87,0,4,0,16.44,153578.06,0.56,-120914.7,3.41,NORMAL
2024-12-12,2024,12,Dec,17,92103.78,5417.87,16.88,2,5,1,16.44,153578.06,0.56,-61474.28,3.41,NORMAL
2024-12-13,2024,12,Dec,9,121942.78,13549.2,11.82,0,1,1,16.44,153578.06,-7.44,-31635.28,-45.26,NORMAL
2024-12-14,2024,12,Dec,11,22316.67,2028.79,16.61,0,3,0,16.44,153578.06,-5.44,-131261.39,-33.09,NORMAL
2024-12-15,2024,12,Dec,20,30414.35,1520.72,13.91,0,7,0,16.44,153578.06,3.56,-123163.71,21.65,NORMAL
2024-12-16,2024,12,Dec,21,475334.22,22634.96,22.12,1,9,4,16.44,153578.06,4.56,321756.16,27.74,NORMAL
2024-12-17,2024,12,Dec,15,49025.92,3268.39,22.19,2,8,0,16.44,153578.06,-1.44,-104552.14,-8.76,NORMAL
2024-12-18,2024,12,Dec,14,6052.19,432.3,6.83,0,2,0,16.44,153578.06,-2.44,-147525.87,-14.84,NORMAL
2024-12-19,2024,12,Dec,14,115924.81,8280.34,16.08,0,2,1,16.44,153578.06,-2.44,-37653.25,-14.84,NORMAL
2024-12-20,2024,12,Dec,22,66089.07,3004.05,15.74,1,6,0,16.44,153578.06,5.56,-87488.99,33.82,NORMAL
2024-12-21,2024,12,Dec,17,533375.59,31375.03,24.08,2,5,3,16.44,153578.06,0.56,379797.53,3.41,NORMAL
2024-12-22,2024,12,Dec,10,97474.43,9747.44,20.26,1,1,0,16.44,153578.06,-6.44,-56103.63,-39.17,NORMAL
2024-12-23,2024,12,Dec,13,163162.48,12550.96,17.57,1,3,2,16.44,153578.06,-3.44,9584.42,-20.92,NORMAL
2024-12-24,2024,12,Dec,16,317085.94,19817.87,23.79,2,8,2,16.44,153578.06,-0.44,163507.88,-2.68,NORMAL
2024-12-25,2024,12,Dec,19,132455.88,6971.36,18.71,0,7,1,16.44,153578.06,2.56,-21122.18,15.57,NORMAL
2024-12-26,2024,12,Dec,12,40024.59,3335.38,24.61,0,3,0,16.44,153578.06,-4.44,-113553.47,-27.01,NORMAL
2024-12-27,2024,12,Dec,13,88617.99,6816.77,9.7,0,2,1,16.44,153578.06,-3.44,-64960.07,-20.92,NORMAL
2024-12-28,2024,12,Dec,23,136969.31,5955.19,11.96,1,4,1,16.44,153578.06,6.56,-16608.75,39.9,NORMAL
2024-12-29,2024,12,Dec,8,19091.45,2386.43,20.03,0,0,0,16.44,153578.06,-8.44,-134486.61,-51.34,VOLUME DROP
2024-12-30,2024,12,Dec,21,123866.88,5898.42,16.85,0,8,1,16.44,153578.06,4.56,-29711.18,27.74,NORMAL
